Date,Volume
2023-01-26,1274095
2023-01-27,1143961
2023-01-30,1185210
2023-01-31,2074922
2023-02-01,2129670
2023-02-02,1955041
2023-02-03,2558318
2023-02-06,1911414
2023-02-07,2036895
2023-02-08,1582789
2023-02-09,1498491
2023-02-10,1579627
2023-02-13,1189982
2023-02-14,2453173
2023-02-15,1855646
2023-02-16,2097321
2023-02-17,1656139
2023-02-21,2819904
2023-02-22,4135478
2023-02-23,3909824
2023-02-24,2328540
2023-02-27,814223
2023-02-28,114262
2023-03-01,39659
2023-03-02,27195
2023-03-03,16855
2023-03-06,9249
2023-03-07,5216
2023-03-08,4166
2023-03-09,3849
2023-03-10,11578
2023-03-13,5577
2023-03-14,673
2023-03-15,4190
2023-03-16,2407
2023-03-17,513
2023-03-20,316
2023-03-21,513
2023-03-22,1836083
2023-03-23,1893877
2023-03-24,2090833
2023-03-27,1348508
2023-03-28,1347202
2023-03-29,1409929
2023-03-30,1135333
2023-03-31,1781669
2023-04-03,1538280
2023-04-04,1438906
2023-04-05,1514272
2023-04-06,1278514
2023-04-10,795164
2023-04-11,1044936
2023-04-12,1622587
2023-04-13,1212125
2023-04-14,1508808
2023-04-17,1067311
2023-04-18,1146560
2023-04-19,1356814
2023-04-20,1148900
2023-04-21,1082259
2023-04-24,840959
2023-04-25,1770793
2023-04-26,1698122
2023-04-27,1522224
2023-04-28,2075086
2023-05-01,1019434
2023-05-02,1712580
2023-05-03,1531941
2023-05-04,2155476
2023-05-05,1264531
2023-05-08,972862
2023-05-09,1004781
2023-05-10,1433425
2023-05-11,1686585
2023-05-12,1170806
2023-05-15,1116051
2023-05-16,1827549
2023-05-17,1415912
2023-05-18,1742318
2023-05-19,2022072
2023-05-22,1744930
2023-05-23,2835142
2023-05-24,4353177
2023-05-25,3711660
2023-05-26,2067964
2023-05-30,1085057
2023-05-31,117456
2023-06-01,30584
2023-06-02,22951
2023-06-05,10145
2023-06-06,9220
2023-06-07,5152
2023-06-08,1423
2023-06-09,938
2023-06-12,3806
2023-06-13,2628
2023-06-14,228
2023-06-15,1626
2023-06-16,498
2023-06-20,678
2023-06-21,1404783
2023-06-22,1405552
2023-06-23,1516582
2023-06-26,1186600
2023-06-27,1186600
